#Parameters = {d=0.1785175879397; l2=3.5703517587939; lambda=7.1407035175879; r=0.024057030150754}
#"Frequency / GHz"	"S1,1 (lambda=7.1407) [Re]"	"S1,1 (lambda=7.1407) [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#---------------------------------------------------------------------------------------------------------
25.000000000000	0.84288561344147	-0.46126392483711	65.000000000000	0.00000000000000
25.010000228882	0.84258210659027	-0.46159678697586	65.000000000000	0.00000000000000
25.020000457764	0.84227788448334	-0.46192979812622	65.000000000000	0.00000000000000
25.030000686646	0.84197294712067	-0.46226295828819	65.000000000000	0.00000000000000
25.040000915527	0.84166747331619	-0.46259632706642	65.000000000000	0.00000000000000
25.049999237061	0.84136116504669	-0.46292975544930	65.000000000000	0.00000000000000
25.059999465942	0.84105432033539	-0.46326339244843	65.000000000000	0.00000000000000
25.069999694824	0.84074681997299	-0.46359711885452	65.000000000000	0.00000000000000
25.079999923706	0.84043860435486	-0.46393102407455	65.000000000000	0.00000000000000
25.090000152588	0.84012979269028	-0.46426507830620	65.000000000000	0.00000000000000
25.100000381470	0.83982038497925	-0.46459922194481	65.000000000000	0.00000000000000
25.110000610352	0.83951014280319	-0.46493360400200	65.000000000000	0.00000000000000
25.120000839233	0.83919936418533	-0.46526804566383	65.000000000000	0.00000000000000
25.129999160767	0.83888781070709	-0.46560263633728	65.000000000000	0.00000000000000
25.139999389648	0.83857560157776	-0.46593737602234	65.000000000000	0.00000000000000
25.149999618530	0.83826279640198	-0.46627226471901	65.000000000000	0.00000000000000
25.159999847412	0.83794933557510	-0.46660730242729	65.000000000000	0.00000000000000
25.170000076294	0.83763504028320	-0.46694242954254	65.000000000000	0.00000000000000
25.180000305176	0.83732020854950	-0.46727773547173	65.000000000000	0.00000000000000
25.190000534058	0.83700460195541	-0.46761316061020	65.000000000000	0.00000000000000
25.200000762939	0.83668845891953	-0.46794870495796	65.000000000000	0.00000000000000
25.209999084473	0.83637136220932	-0.46828439831734	65.000000000000	0.00000000000000
25.219999313354	0.83605384826660	-0.46862033009529	65.000000000000	0.00000000000000
25.229999542236	0.83573555946350	-0.46895623207092	65.000000000000	0.00000000000000
25.239999771118	0.83541667461395	-0.46929237246513	65.000000000000	0.00000000000000
25.250000000000	0.83509695529938	-0.46962863206863	65.000000000000	0.00000000000000
25.260000228882	0.83477663993835	-0.46996501088142	65.000000000000	0.00000000000000
25.270000457764	0.83445554971695	-0.47030150890350	65.000000000000	0.00000000000000
25.280000686646	0.83413380384445	-0.47063815593719	65.000000000000	0.00000000000000
25.290000915527	0.83381140232086	-0.47097495198250	65.000000000000	0.00000000000000
25.299999237061	0.83348834514618	-0.47131183743477	65.000000000000	0.00000000000000
25.309999465942	0.83316445350647	-0.47164890170097	65.000000000000	0.00000000000000
25.319999694824	0.83284002542496	-0.47198608517647	65.000000000000	0.00000000000000
25.329999923706	0.83251476287842	-0.47232335805893	65.000000000000	0.00000000000000
25.340000152588	0.83218878507614	-0.47266077995300	65.000000000000	0.00000000000000
25.350000381470	0.83186221122742	-0.47299832105637	65.000000000000	0.00000000000000
25.360000610352	0.83153492212296	-0.47333601117134	65.000000000000	0.00000000000000
25.370000839233	0.83120685815811	-0.47367382049561	65.000000000000	0.00000000000000
25.379999160767	0.83087807893753	-0.47401171922684	65.000000000000	0.00000000000000
25.389999389648	0.83054876327515	-0.47434985637665	65.000000000000	0.00000000000000
25.399999618530	0.83021849393845	-0.47468799352646	65.000000000000	0.00000000000000
25.409999847412	0.82988762855530	-0.47502633929253	65.000000000000	0.00000000000000
25.420000076294	0.82955604791641	-0.47536477446556	65.000000000000	0.00000000000000
25.430000305176	0.82922375202179	-0.47570335865021	65.000000000000	0.00000000000000
25.440000534058	0.82889074087143	-0.47604200243950	65.000000000000	0.00000000000000
25.450000762939	0.82855695486069	-0.47638082504272	65.000000000000	0.00000000000000
25.459999084473	0.82822251319885	-0.47671973705292	65.000000000000	0.00000000000000
25.469999313354	0.82788735628128	-0.47705879807472	65.000000000000	0.00000000000000
25.479999542236	0.82755136489868	-0.47739797830582	65.000000000000	0.00000000000000
25.489999771118	0.82721471786499	-0.47773730754852	65.000000000000	0.00000000000000
25.500000000000	0.82687741518021	-0.47807663679123	65.000000000000	0.00000000000000
25.510000228882	0.82653927803040	-0.47841623425484	65.000000000000	0.00000000000000
25.520000457764	0.82620042562485	-0.47875586152077	65.000000000000	0.00000000000000
25.530000686646	0.82586079835892	-0.47909563779831	65.000000000000	0.00000000000000
25.540000915527	0.82552051544189	-0.47943553328514	65.000000000000	0.00000000000000
25.549999237061	0.82517963647842	-0.47977563738823	65.000000000000	0.00000000000000
25.559999465942	0.82483792304993	-0.48011553287506	65.000000000000	0.00000000000000
25.569999694824	0.82449513673782	-0.48045620322227	65.000000000000	0.00000000000000
25.579999923706	0.82415217161179	-0.48079609870911	65.000000000000	0.00000000000000
25.590000152588	0.82380801439285	-0.48113670945168	65.000000000000	0.00000000000000
25.600000381470	0.82346349954605	-0.48147699236870	65.000000000000	0.00000000000000
25.610000610352	0.82311803102493	-0.48181760311127	65.000000000000	0.00000000000000
25.620000839233	0.82277166843414	-0.48215863108635	65.000000000000	0.00000000000000
25.629999160767	0.82242453098297	-0.48249962925911	65.000000000000	0.00000000000000
25.639999389648	0.82207685709000	-0.48284065723419	65.000000000000	0.00000000000000
25.649999618530	0.82172846794128	-0.48318159580231	65.000000000000	0.00000000000000
25.659999847412	0.82137918472290	-0.48352298140526	65.000000000000	0.00000000000000
25.670000076294	0.82102906703949	-0.48386427760124	65.000000000000	0.00000000000000
25.680000305176	0.82067823410034	-0.48420599102974	65.000000000000	0.00000000000000
25.690000534058	0.82032686471939	-0.48454722762108	65.000000000000	0.00000000000000
25.700000762939	0.81997460126877	-0.48488888144493	65.000000000000	0.00000000000000
25.709999084473	0.81962156295776	-0.48523047566414	65.000000000000	0.00000000000000
25.719999313354	0.81926774978638	-0.48557248711586	65.000000000000	0.00000000000000
25.729999542236	0.81891316175461	-0.48591437935829	65.000000000000	0.00000000000000
25.739999771118	0.81855762004852	-0.48625668883324	65.000000000000	0.00000000000000
25.750000000000	0.81820148229599	-0.48659896850586	65.000000000000	0.00000000000000
25.760000228882	0.81784456968307	-0.48694118857384	65.000000000000	0.00000000000000
25.770000457764	0.81748700141907	-0.48728337883949	65.000000000000	0.00000000000000
25.780000686646	0.81712853908539	-0.48762592673302	65.000000000000	0.00000000000000
25.790000915527	0.81676930189133	-0.48796838521957	65.000000000000	0.00000000000000
