,Lambda,MSE,MSE_formula
0,7.0,2.6689704784086423e-05,2.6689704784086386e-05
1,7.0201005025126,2.6350295964147863e-05,2.6350295964147857e-05
2,7.0402010050251,2.5750684155471922e-05,2.575068415547192e-05
3,7.0603015075377,2.428317727235923e-05,2.4283177272359255e-05
4,7.0804020100503,2.1829243694784052e-05,2.182924369478405e-05
5,7.1005025125628,1.8584370736915522e-05,1.8584370736915533e-05
6,7.1206030150754,1.4885634713683112e-05,1.4885634713683112e-05
7,7.1407035175879,1.1145093981734813e-05,1.114509398173481e-05
8,7.1608040201005,7.745117683362727e-06,7.745117683362725e-06
9,7.1809045226131,5.020907978654178e-06,5.020907978654178e-06
10,7.2010050251256,3.2653076101009237e-06,3.2653076101009254e-06
11,7.2211055276382,2.476432115039893e-06,2.476432115039893e-06
12,7.2412060301508,2.7835370022596896e-06,2.783537002259687e-06
13,7.2613065326633,4.147827217688629e-06,4.147827217688626e-06
14,7.2814070351759,6.45924274949816e-06,6.459242749498165e-06
15,7.3015075376884,9.491877524349637e-06,9.491877524349636e-06
16,7.321608040201,1.3148942445368384e-05,1.3148942445368377e-05
17,7.3417085427136,1.7174837603431596e-05,1.71748376034316e-05
18,7.3618090452261,2.1346057132517262e-05,2.134605713251726e-05
19,7.3819095477387,1.903262213434959e-05,1.903262213434959e-05
20,7.4020100502513,2.165870719383463e-05,2.1658707193834632e-05
21,7.4221105527638,2.4007596018771076e-05,2.400759601877107e-05
22,7.4422110552764,2.585703959085556e-05,2.5857039590855567e-05
23,7.4623115577889,2.728817904463689e-05,2.72881790446369e-05
24,7.4824120603015,2.8052658834256246e-05,2.8052658834256257e-05
25,7.5025125628141,2.83463334712695e-05,2.8346333471269498e-05
26,7.5226130653266,2.7945589195422612e-05,2.7945589195422622e-05
27,7.5427135678392,2.7128873991568342e-05,2.7128873991568308e-05
28,7.5628140703518,2.5701150727737454e-05,2.5701150727737458e-05
29,7.5829145728643,2.400279616562327e-05,2.400279616562327e-05
30,7.6030150753769,2.184963460553928e-05,2.1849634605539278e-05
31,7.6231155778894,1.961078439910829e-05,1.9610784399108306e-05
32,7.643216080402,1.711500698271016e-05,1.7115006982710147e-05
33,7.6633165829146,1.4661048653840076e-05,1.4661048653840055e-05
34,7.6834170854271,1.2327222838956877e-05,1.2327222838956877e-05
35,7.7035175879397,1.0185626785863122e-05,1.0185626785863124e-05
36,7.7236180904523,8.346741908465775e-06,8.346741908465775e-06
37,7.7437185929648,6.693618159926932e-06,6.693618159926927e-06
38,7.7638190954774,5.3796214398813e-06,5.3796214398813036e-06
39,7.78391959799,4.530836461241588e-06,4.5308364612415856e-06
40,7.8040201005025,4.005279884751504e-06,4.0052798847515045e-06
41,7.8241206030151,3.908658498344435e-06,3.908658498344437e-06
42,7.8442211055276,4.236108481714726e-06,4.23610848171473e-06
43,7.8643216080402,5.025433688784584e-06,5.0254336887845876e-06
44,7.8844221105528,6.149001251652231e-06,6.149001251652241e-06
