,Lambda,MSE,MSE_formula
0,7.0,2.9005723972515283e-05,2.9005723972515266e-05
1,7.0201005025126,2.79073941606893e-05,2.79073941606893e-05
2,7.0402010050251,2.7086188129224233e-05,2.708618812922423e-05
3,7.0603015075377,2.5630180373717654e-05,2.5630180373717654e-05
4,7.0804020100503,2.3250033046029972e-05,2.3250033046029962e-05
5,7.1005025125628,2.006095224542465e-05,2.006095224542465e-05
6,7.1206030150754,1.637612487278546e-05,1.6376124872785456e-05
7,7.1407035175879,1.2615742072597422e-05,1.2615742072597419e-05
8,7.1608040201005,9.184224953980249e-06,9.184224953980259e-06
9,7.1809045226131,6.440626993033123e-06,6.4406269930331205e-06
10,7.2010050251256,4.68926573981878e-06,4.6892657398187756e-06
11,7.2211055276382,3.955408123210744e-06,3.955408123210748e-06
12,7.2412060301508,4.363881816439861e-06,4.3638818164398625e-06
13,7.2613065326633,5.8698775190010315e-06,5.8698775190010255e-06
14,7.2814070351759,8.352028310753533e-06,8.352028310753534e-06
15,7.3015075376884,1.1557638623323663e-05,1.1557638623323663e-05
16,7.321608040201,1.5394257845087375e-05,1.539425784508737e-05
17,7.3417085427136,1.957799977895446e-05,1.9577999778954458e-05
18,7.3618090452261,2.3869728902633145e-05,2.386972890263315e-05
19,7.3819095477387,2.0990797791810564e-05,2.0990797791810547e-05
20,7.4020100502513,2.3677606134806498e-05,2.3677606134806508e-05
21,7.4221105527638,2.6033058425259672e-05,2.6033058425259676e-05
22,7.4422110552764,2.7825382395165553e-05,2.7825382395165553e-05
23,7.4623115577889,2.9155817330098812e-05,2.9155817330098812e-05
24,7.4824120603015,2.9767294274883986e-05,2.9767294274883986e-05
25,7.5025125628141,2.987713797608766e-05,2.9877137976087653e-05
26,7.5226130653266,2.926219937108059e-05,2.926219937108058e-05
27,7.5427135678392,2.822027578606127e-05,2.8220275786061252e-05
28,7.5628140703518,2.6562862092602716e-05,2.656286209260272e-05
29,7.5829145728643,2.4645102811497436e-05,2.464510281149741e-05
30,7.6030150753769,2.2292521523220574e-05,2.229252152322058e-05
31,7.6231155778894,1.988239762649184e-05,1.988239762649184e-05
32,7.643216080402,1.7256135070866383e-05,1.7256135070866386e-05
33,7.6633165829146,1.472687019647377e-05,1.4726870196473769e-05
34,7.6834170854271,1.2322682560464512e-05,1.232268256046451e-05
35,7.7035175879397,1.0161943980840044e-05,1.0161943980840037e-05
36,7.7236180904523,8.330588772071009e-06,8.330588772071006e-06
37,7.7437185929648,6.720651801424357e-06,6.72065180142436e-06
38,7.7638190954774,5.496869892151242e-06,5.496869892151243e-06
39,7.78391959799,4.761130777279231e-06,4.76113077727923e-06
40,7.8040201005025,4.380557007521484e-06,4.3805570075214865e-06
41,7.8241206030151,4.446451592340429e-06,4.446451592340421e-06
42,7.8442211055276,4.949800217282826e-06,4.949800217282823e-06
43,7.8643216080402,5.898342119518234e-06,5.898342119518241e-06
44,7.8844221105528,7.1779965275557175e-06,7.1779965275557116e-06
45,7.9045226130653,8.773437573641772e-06,8.773437573641775e-06
46,7.9246231155779,1.0633046117388205e-05,1.0633046117388198e-05
47,7.9447236180905,1.276021681418643e-05,1.2760216814186416e-05
48,7.964824120603,1.5020137327239143e-05,1.5020137327239143e-05
49,7.9849246231156,1.741488300300054e-05,1.7414883003000535e-05
50,8.0050251256281,1.9878162304969576e-05,1.9878162304969573e-05
51,8.0251256281407,2.239244361398067e-05,2.2392443613980692e-05
52,8.0452261306533,2.490885909435663e-05,2.490885909435663e-05
53,8.0653266331658,2.7349540567946117e-05,2.734954056794613e-05
54,8.0854271356784,2.9705791030337727e-05,2.9705791030337713e-05
55,8.105527638191,3.193012923673329e-05,3.193012923673326e-05
56,8.1256281407035,3.3981815567724105e-05,3.398181556772412e-05
57,8.1457286432161,3.5843051448268404e-05,3.584305144826838e-05
58,8.1658291457286,3.748902362002756e-05,3.748902362002753e-05
59,8.1859296482412,3.891537465670353e-05,3.891537465670353e-05
60,8.2060301507538,4.011086947354312e-05,4.0110869473543125e-05
61,8.2261306532663,4.107724376387116e-05,4.107724376387118e-05
62,8.2462311557789,4.1810165814499393e-05,4.181016581449937e-05
63,8.2663316582915,4.236098044187664e-05,4.236098044187658e-05
64,8.286432160804,4.267343879577542e-05,4.267343879577542e-05
65,8.3065326633166,4.276979061043044e-05,4.27697906104304e-05
66,8.3266331658291,4.267913209162921e-05,4.267913209162919e-05
67,8.3467336683417,4.2389387293367485e-05,4.23893872933675e-05
68,8.3668341708543,4.192063231379186e-05,4.1920632313791894e-05
69,8.3869346733668,4.116424767068253e-05,4.116424767068251e-05
70,8.4070351758794,4.038386268389353e-05,4.038386268389352e-05
71,8.427135678392,3.946800546817473e-05,3.946800546817471e-05
72,8.4472361809045,3.8425071380558195e-05,3.842507138055815e-05
73,8.4673366834171,3.7272939344793164e-05,3.7272939344793096e-05
74,8.4874371859296,3.588169096318622e-05,3.5881690963186255e-05
75,8.5075376884422,3.454109075496984e-05,3.454109075496985e-05
76,8.5276381909548,3.3122686694700295e-05,3.312268669470028e-05
77,8.5477386934673,3.166627732507556e-05,3.166627732507559e-05
78,8.5678391959799,2.9950026093558015e-05,2.9950026093558042e-05
79,8.5879396984925,2.8359375873114067e-05,2.835937587311404e-05
80,8.608040201005,2.675451692075481e-05,2.675451692075479e-05
81,8.6281407035176,2.5039165473909604e-05,2.503916547390961e-05
82,8.6482412060301,2.3387420128391865e-05,2.3387420128391825e-05
83,8.6683417085427,2.1734096433807438e-05,2.1734096433807417e-05
84,8.6884422110553,1.9981243479157297e-05,1.998124347915734e-05
85,8.7085427135678,1.8373480707697804e-05,1.8373480707697828e-05
86,8.7286432160804,1.6795541563122795e-05,1.6795541563122785e-05
87,8.748743718593,1.5172390714091456e-05,1.5172390714091477e-05
88,8.7688442211055,1.3710939981843163e-05,1.3710939981843156e-05
89,8.7889447236181,1.2326072973957194e-05,1.2326072973957208e-05
90,8.8090452261307,1.0799331864432857e-05,1.0799331864432847e-05
91,8.8291457286432,9.606835194531328e-06,9.60683519453132e-06
92,8.8492462311558,8.464918262438664e-06,8.464918262438666e-06
93,8.8693467336683,7.513757925549412e-06,7.513757925549412e-06
94,8.8894472361809,6.6441116612991164e-06,6.644111661299109e-06
95,8.9095477386935,5.973358354260632e-06,5.973358354260643e-06
96,8.929648241206,5.405435325691661e-06,5.405435325691647e-06
97,8.9497487437186,5.037934749476094e-06,5.037934749476091e-06
98,8.9698492462312,4.8002711821814026e-06,4.800271182181402e-06
99,8.9899497487437,4.725958033127061e-06,4.7259580331270565e-06
100,9.0100502512563,4.877928277892802e-06,4.8779282778928035e-06
101,9.0301507537688,5.099495632027392e-06,5.0994956320273984e-06
102,9.0502512562814,5.475391085577377e-06,5.475391085577376e-06
103,9.070351758794,5.9733126353089e-06,5.973312635308902e-06
104,9.0904522613065,6.625392757240946e-06,6.625392757240941e-06
105,9.1105527638191,7.401200636742379e-06,7.401200636742378e-06
106,9.1306532663317,8.232355060514076e-06,8.232355060514061e-06
107,9.1507537688442,9.206267842813671e-06,9.206267842813668e-06
108,9.1708542713568,1.019306436992332e-05,1.0193064369923314e-05
109,9.1909547738693,1.129387122190438e-05,1.1293871221904376e-05
110,9.2110552763819,1.2444654438826371e-05,1.244465443882638e-05
111,9.2311557788945,1.353343667244373e-05,1.353343667244371e-05
112,9.251256281407,1.4708460527218941e-05,1.4708460527218928e-05
113,9.2713567839196,1.590508132737756e-05,1.590508132737755e-05
114,9.2914572864322,1.693675500214499e-05,1.6936755002144996e-05
115,9.3115577889447,1.8001624851954693e-05,1.8001624851954683e-05
116,9.3316582914573,1.905373663689037e-05,1.9053736636890384e-05
117,9.3517587939699,2.0044045305338548e-05,2.0044045305338562e-05
118,9.3718592964824,2.0790412875850932e-05,2.0790412875850963e-05
119,9.391959798995,2.158095626560544e-05,2.1580956265605424e-05
120,9.4120603015075,2.2250120321177757e-05,2.2250120321177743e-05
121,9.4321608040201,2.268046245424634e-05,2.2680462454246307e-05
122,9.4522613065327,2.3119612210319017e-05,2.3119612210319074e-05
123,9.4723618090452,2.3460260968638937e-05,2.3460260968638947e-05
124,9.4924623115578,2.366926730931613e-05,2.3669267309316165e-05
125,9.5125628140704,2.3764210692214927e-05,2.3764210692214985e-05
126,9.5326633165829,2.3591934956836288e-05,2.3591934956836268e-05
127,9.5527638190955,2.3450613608929422e-05,2.345061360892937e-05
128,9.572864321608,2.3203514851108667e-05,2.320351485110864e-05
129,9.5929648241206,2.2861850000071546e-05,2.2861850000071583e-05
130,9.6130653266332,2.2400171153262826e-05,2.2400171153262856e-05
131,9.6331658291457,2.1706158290416905e-05,2.170615829041688e-05
132,9.6532663316583,2.109155936934498e-05,2.109155936934498e-05
133,9.6733668341709,2.0369367521612415e-05,2.0369367521612452e-05
134,9.6934673366834,1.9604932802599944e-05,1.9604932802599944e-05
135,9.713567839196,1.878673306023159e-05,1.8786733060231603e-05
136,9.7336683417085,1.787889725552845e-05,1.787889725552844e-05
137,9.7537688442211,1.6952938793207933e-05,1.69529387932079e-05
138,9.7738693467337,1.5991803351136437e-05,1.5991803351136458e-05
139,9.7939698492462,1.5002023786749991e-05,1.5002023786749981e-05
140,9.8140703517588,1.3790857031113315e-05,1.3790857031113325e-05
141,9.8341708542714,1.276705638565483e-05,1.2767056385654851e-05
142,9.8542713567839,1.1731926642732893e-05,1.1731926642732896e-05
143,9.8743718592965,1.0671450558730062e-05,1.0671450558730053e-05
144,9.894472361809,9.657075624737957e-06,9.657075624737947e-06
145,9.9145728643216,8.66710251122668e-06,8.66710251122667e-06
146,9.9346733668342,7.693281006894085e-06,7.69328100689408e-06
147,9.9547738693467,6.793707171241577e-06,6.793707171241581e-06
148,9.9748743718593,5.9599234675121e-06,5.959923467512107e-06
149,9.9949748743719,5.199781981424191e-06,5.199781981424189e-06
150,10.015075376884,4.547770396210691e-06,4.547770396210692e-06
151,10.035175879397,4.009643760768161e-06,4.00964376076816e-06
152,10.05527638191,3.6094207858895057e-06,3.6094207858895117e-06
153,10.075376884422,3.358302839490908e-06,3.3583028394909046e-06
154,10.095477386935,3.2819071286907764e-06,3.281907128690772e-06
155,10.115577889447,3.384880802746068e-06,3.3848808027460666e-06
156,10.13567839196,3.6851898196545302e-06,3.6851898196545264e-06
157,10.155778894472,4.2019687106810805e-06,4.201968710681086e-06
158,10.175879396985,4.929425374451991e-06,4.929425374451988e-06
159,10.195979899497,5.865738621461925e-06,5.865738621461919e-06
160,10.21608040201,7.0276532572525605e-06,7.0276532572525656e-06
161,10.236180904523,8.391230575032368e-06,8.391230575032374e-06
162,10.256281407035,9.963321299642066e-06,9.963321299642053e-06
163,10.276381909548,1.1710162546392207e-05,1.171016254639221e-05
164,10.29648241206,1.3619988800515577e-05,1.3619988800515587e-05
165,10.316582914573,1.565558514010183e-05,1.5655585140101826e-05
166,10.336683417085,1.7776635310385453e-05,1.7776635310385463e-05
167,10.356783919598,1.9924758481515023e-05,1.992475848151502e-05
168,10.376884422111,2.1942390772791984e-05,2.1942390772791964e-05
169,10.396984924623,2.3994153684881706e-05,2.399415368488171e-05
170,10.417085427136,2.587158958714341e-05,2.587158958714337e-05
171,10.437185929648,2.753909816781759e-05,2.7539098167817562e-05
172,10.457286432161,2.8950090328375716e-05,2.8950090328375716e-05
173,10.477386934673,3.001391878885462e-05,3.0013918788854598e-05
174,10.497487437186,3.057130783467281e-05,3.057130783467276e-05
175,10.517587939698,3.082298117413933e-05,3.082298117413936e-05
176,10.537688442211,3.061785098516811e-05,3.0617850985168144e-05
177,10.557788944724,2.9932746539616777e-05,2.9932746539616764e-05
178,10.577889447236,2.8814512723894817e-05,2.881451272389481e-05
179,10.597989949749,2.7156005410450054e-05,2.7156005410450044e-05
180,10.618090452261,2.520399570365884e-05,2.52039957036589e-05
181,10.638190954774,2.2952077918772986e-05,2.2952077918773003e-05
182,10.658291457286,2.0458554948850138e-05,2.0458554948850107e-05
183,10.678391959799,1.778229756888409e-05,1.7782297568884095e-05
184,10.698492462312,1.5152523254441434e-05,1.5152523254441437e-05
185,10.718592964824,1.2626283497295345e-05,1.2626283497295349e-05
186,10.738693467337,1.029862322973186e-05,1.0298623229731849e-05
187,10.758793969849,8.272030392245988e-06,8.272030392245986e-06
188,10.778894472362,6.675875651090872e-06,6.675875651090866e-06
189,10.798994974874,5.419830820942423e-06,5.419830820942425e-06
190,10.819095477387,4.674832099183894e-06,4.674832099183888e-06
191,10.839195979899,4.410068771056032e-06,4.4100687710560344e-06
192,10.859296482412,4.631894490172596e-06,4.631894490172594e-06
193,10.879396984925,5.333611844516829e-06,5.333611844516827e-06
194,10.899497487437,6.593933785423923e-06,6.593933785423925e-06
195,10.91959798995,8.45865927692137e-06,8.458659276921364e-06
196,10.939698492462,1.1280419788754804e-05,1.1280419788754804e-05
197,10.959798994975,1.570793531385688e-05,1.5707935313856876e-05
198,10.979899497487,2.282822029872915e-05,2.2828220298729192e-05
199,11.0,3.460210315924079e-05,3.460210315924083e-05
