,Lambda,MSE,MSE_formula
0,7.0,3.871441661385059e-05,3.8714416613850605e-05
1,7.0201005025126,3.138910755498126e-05,3.138910755498127e-05
2,7.0402010050251,2.71580265836825e-05,2.71580265836825e-05
3,7.0603015075377,2.4309563336063683e-05,2.4309563336063683e-05
4,7.0804020100503,2.1908486402966418e-05,2.190848640296641e-05
5,7.1005025125628,1.955582886115308e-05,1.9555828861153078e-05
6,7.1206030150754,1.716800069382996e-05,1.7168000693830002e-05
7,7.1407035175879,1.4865589238544096e-05,1.4865589238544106e-05
8,7.1608040201005,1.2839494114423763e-05,1.2839494114423763e-05
9,7.1809045226131,1.130110796590414e-05,1.1301107965904145e-05
10,7.2010050251256,1.043536930246639e-05,1.0435369302466399e-05
11,7.2211055276382,1.0295440474501524e-05,1.0295440474501524e-05
12,7.2412060301508,1.0965743978622326e-05,1.0965743978622331e-05
13,7.2613065326633,1.241950965207772e-05,1.2419509652077715e-05
14,7.2814070351759,1.4575177913230396e-05,1.4575177913230396e-05
15,7.3015075376884,1.7207237883756387e-05,1.7207237883756384e-05
16,7.321608040201,2.0325309508694925e-05,2.0325309508694938e-05
17,7.3417085427136,2.3675771693318116e-05,2.3675771693318106e-05
18,7.3618090452261,2.707251302923103e-05,2.7072513029231044e-05
19,7.3819095477387,2.278416581100289e-05,2.2784165811002878e-05
20,7.4020100502513,2.4808238704635438e-05,2.480823870463543e-05
21,7.4221105527638,2.65470353472404e-05,2.6547035347240405e-05
22,7.4422110552764,2.7793992524484356e-05,2.7793992524484356e-05
23,7.4623115577889,2.8665835882641306e-05,2.866583588264131e-05
24,7.4824120603015,2.892101660081366e-05,2.8921016600813673e-05
25,7.5025125628141,2.8767411782938596e-05,2.8767411782938606e-05
26,7.5226130653266,2.7996522655050347e-05,2.7996522655050354e-05
27,7.5427135678392,2.6878544195203632e-05,2.6878544195203632e-05
28,7.5628140703518,2.523981374289106e-05,2.523981374289104e-05
29,7.5829145728643,2.3395969048141815e-05,2.339596904814181e-05
30,7.6030150753769,2.1188979599705255e-05,2.1188979599705265e-05
31,7.6231155778894,1.8953837966690797e-05,1.8953837966690807e-05
32,7.643216080402,1.655471844550724e-05,1.655471844550722e-05
33,7.6633165829146,1.4292261496179217e-05,1.4292261496179226e-05
34,7.6834170854271,1.2048531280778459e-05,1.204853128077847e-05
35,7.7035175879397,1.0039566845941323e-05,1.0039566845941323e-05
36,7.7236180904523,8.358366834839439e-06,8.358366834839444e-06
37,7.7437185929648,6.9177290116041574e-06,6.917729011604161e-06
38,7.7638190954774,5.83637160163697e-06,5.8363716016369725e-06
39,7.78391959799,5.2210069894123665e-06,5.2210069894123665e-06
40,7.8040201005025,4.930868677620074e-06,4.930868677620072e-06
41,7.8241206030151,5.068319767634945e-06,5.068319767634948e-06
42,7.8442211055276,5.586953046180898e-06,5.5869530461808985e-06
43,7.8643216080402,6.521051173703567e-06,6.521051173703571e-06
44,7.8844221105528,7.745927179577678e-06,7.745927179577672e-06
45,7.9045226130653,9.250737888122066e-06,9.250737888122079e-06
46,7.9246231155779,1.1023965452046596e-05,1.1023965452046592e-05
47,7.9447236180905,1.304506244022144e-05,1.3045062440221445e-05
48,7.964824120603,1.5179487577557262e-05,1.5179487577557256e-05
49,7.9849246231156,1.7444661956749683e-05,1.7444661956749673e-05
50,8.0050251256281,1.9802241017415655e-05,1.9802241017415662e-05
51,8.0251256281407,2.2201958058480385e-05,2.2201958058480388e-05
52,8.0452261306533,2.460839606155678e-05,2.4608396061556797e-05
53,8.0653266331658,2.6962869108949265e-05,2.696286910894927e-05
54,8.0854271356784,2.9232615694912972e-05,2.923261569491297e-05
55,8.105527638191,3.1379394175858016e-05,3.1379394175858e-05
56,8.1256281407035,3.335733046591017e-05,3.335733046591013e-05
57,8.1457286432161,3.515441063916246e-05,3.5154410639162454e-05
58,8.1658291457286,3.67470119519485e-05,3.6747011951948483e-05
59,8.1859296482412,3.812860961683622e-05,3.8128609616836285e-05
