,Lambda,MSE,MSE_formula
0,7.0,2.895866910139608e-05,2.895866910139607e-05
1,7.0201005025126,2.7831646363898004e-05,2.7831646363898014e-05
2,7.0402010050251,2.700679338440557e-05,2.7006793384405565e-05
3,7.0603015075377,2.5561175133819103e-05,2.5561175133819107e-05
4,7.0804020100503,2.3196365934100326e-05,2.3196365934100326e-05
5,7.1005025125628,2.0020694136106143e-05,2.0020694136106153e-05
6,7.1206030150754,1.634262249982132e-05,1.6342622499821323e-05
7,7.1407035175879,1.2579624186258662e-05,1.2579624186258648e-05
8,7.1608040201005,9.135079916885809e-06,9.135079916885807e-06
9,7.1809045226131,6.368485540247026e-06,6.3684855402470284e-06
10,7.2010050251256,4.586570718511661e-06,4.5865707185116606e-06
11,7.2211055276382,3.8146908548304423e-06,3.8146908548304423e-06
12,7.2412060301508,4.1810642885946135e-06,4.18106428859461e-06
13,7.2613065326633,5.643538604889331e-06,5.643538604889324e-06
14,7.2814070351759,8.083162086576537e-06,8.083162086576534e-06
15,7.3015075376884,1.1251001680253396e-05,1.12510016802534e-05
16,7.321608040201,1.5053499622793341e-05,1.5053499622793346e-05
17,7.3417085427136,1.9209666035812984e-05,1.9209666035812967e-05
18,7.3618090452261,2.348137746525531e-05,2.348137746525531e-05
19,7.3819095477387,2.0690862061921386e-05,2.0690862061921376e-05
20,7.4020100502513,2.337216646156718e-05,2.3372166461567155e-05
21,7.4221105527638,2.5728919142605283e-05,2.5728919142605263e-05
22,7.4422110552764,2.753041306688762e-05,2.753041306688764e-05
23,7.4623115577889,2.8874013517479062e-05,2.8874013517479052e-05
24,7.4824120603015,2.9504643739140106e-05,2.950464373914012e-05
25,7.5025125628141,2.963587500660232e-05,2.9635875006602304e-05
26,7.5226130653266,2.904595095011877e-05,2.9045950950118774e-05
27,7.5427135678392,2.802938336904047e-05,2.802938336904045e-05
28,7.5628140703518,2.6398619941231258e-05,2.6398619941231238e-05
29,7.5829145728643,2.4506114211729103e-05,2.4506114211729096e-05
30,7.6030150753769,2.217794693335269e-05,2.217794693335266e-05
31,7.6231155778894,1.978987622680857e-05,1.978987622680856e-05
32,7.643216080402,1.7184113841301163e-05,1.7184113841301156e-05
33,7.6633165829146,1.4674292608535773e-05,1.4674292608535773e-05
34,7.6834170854271,1.2264094833252624e-05,1.2264094833252626e-05
35,7.7035175879397,1.012896941772387e-05,1.012896941772388e-05
36,7.7236180904523,8.298341904898198e-06,8.2983419048982e-06
