,Lambda,MSE,MSE_formula
139,9.7939698492462,1.8311812042733184e-05,1.8311812042733177e-05
140,9.8140703517588,1.677459375155311e-05,1.6774593751553125e-05
141,9.8341708542714,1.5440219791729787e-05,1.5440219791729784e-05
142,9.8542713567839,1.4098085728446782e-05,1.4098085728446787e-05
143,9.8743718592965,1.2728587003383886e-05,1.2728587003383888e-05
144,9.894472361809,1.1437832610215754e-05,1.1437832610215752e-05
145,9.9145728643216,1.0194921407345031e-05,1.0194921407345033e-05
146,9.9346733668342,8.990737184465685e-06,8.990737184465695e-06
147,9.9547738693467,7.901032528338375e-06,7.901032528338378e-06
148,9.9748743718593,6.910953221970708e-06,6.910953221970702e-06
149,9.9949748743719,6.034704736870592e-06,6.034704736870583e-06
150,10.015075376884,5.305982173525874e-06,5.305982173525875e-06
151,10.035175879397,4.7350347494327705e-06,4.735034749432761e-06
152,10.05527638191,4.339344589847275e-06,4.339344589847268e-06
153,10.075376884422,4.130099159543474e-06,4.130099159543477e-06
154,10.095477386935,4.138397948126619e-06,4.138397948126615e-06
155,10.115577889447,4.353422305126605e-06,4.353422305126601e-06
156,10.13567839196,4.795933413331274e-06,4.795933413331271e-06
157,10.155778894472,5.487402843178847e-06,5.487402843178846e-06
158,10.175879396985,6.408822227059312e-06,6.408822227059314e-06
159,10.195979899497,7.548730979802031e-06,7.548730979802044e-06
160,10.21608040201,8.928525206252807e-06,8.928525206252803e-06
161,10.236180904523,1.0508182648012956e-05,1.0508182648012957e-05
162,10.256281407035,1.2296935556007195e-05,1.2296935556007199e-05
163,10.276381909548,1.424665475073387e-05,1.4246654750733874e-05
164,10.29648241206,1.6342074878745342e-05,1.634207487874532e-05
165,10.316582914573,1.8541706236969233e-05,1.8541706236969236e-05
166,10.336683417085,2.0801544746695377e-05,2.08015447466954e-05
167,10.356783919598,2.3070480287961428e-05,2.307048028796143e-05
168,10.376884422111,2.518963693832936e-05,2.5189636938329342e-05
169,10.396984924623,2.7295263521933826e-05,2.7295263521933806e-05
170,10.417085427136,2.9184958061023043e-05,2.918495806102306e-05
171,10.437185929648,3.0837686355120053e-05,3.083768635512006e-05
172,10.457286432161,3.216468687353869e-05,3.216468687353868e-05
173,10.477386934673,3.309201659489925e-05,3.309201659489922e-05
174,10.497487437186,3.341594370359109e-05,3.3415943703591066e-05
175,10.517587939698,3.332652457048841e-05,3.332652457048838e-05
176,10.537688442211,3.274564204879253e-05,3.2745642048792556e-05
177,10.557788944724,3.162826036906025e-05,3.162826036906029e-05
178,10.577889447236,3.00646916961853e-05,3.006469169618531e-05
179,10.597989949749,2.794758277931659e-05,2.7947582779316553e-05
180,10.618090452261,2.559085794374886e-05,2.5590857943748875e-05
181,10.638190954774,2.2975308388541086e-05,2.297530838854109e-05
182,10.658291457286,2.0229221606933124e-05,2.0229221606933154e-05
183,10.678391959799,1.741398342835747e-05,1.7413983428357467e-05
184,10.698492462312,1.4813521914756683e-05,1.4813521914756693e-05
185,10.718592964824,1.2484552054561927e-05,1.2484552054561913e-05
186,10.738693467337,1.0534411127272542e-05,1.0534411127272549e-05
187,10.758793969849,9.023759879449748e-06,9.023759879449738e-06
188,10.778894472362,8.011041254628772e-06,8.011041254628764e-06
189,10.798994974874,7.416376328057309e-06,7.4163763280573225e-06
190,10.819095477387,7.303348217937152e-06,7.303348217937154e-06
191,10.839195979899,7.545206037006471e-06,7.545206037006465e-06
192,10.859296482412,8.053332655196282e-06,8.053332655196286e-06
193,10.879396984925,8.729772057943837e-06,8.729772057943827e-06
194,10.899497487437,9.590458883140606e-06,9.590458883140596e-06
195,10.91959798995,1.0649057469426324e-05,1.0649057469426332e-05
196,10.939698492462,1.2366168151691737e-05,1.2366168151691742e-05
197,10.959798994975,1.569068733523784e-05,1.5690687335237846e-05
198,10.979899497487,2.23287700828512e-05,2.232877008285117e-05
199,11.0,3.5424909917377446e-05,3.5424909917377446e-05
