,Lambda,MSE,MSE_formula
0,7.0,0.0004782167644924409,0.000478216764492441
1,7.0201005025126,0.0002538369559798869,0.0002538369559798868
2,7.0402010050251,0.00012622540606385658,0.00012622540606385655
3,7.0603015075377,6.009561634043965e-05,6.0095616340439616e-05
4,7.0804020100503,3.1001519254030144e-05,3.100151925403014e-05
5,7.1005025125628,2.256778331786401e-05,2.2567783317863982e-05
6,7.1206030150754,2.424034646724433e-05,2.4240346467244324e-05
7,7.1407035175879,2.9610342623341912e-05,2.9610342623341915e-05
8,7.1608040201005,3.508475034650729e-05,3.50847503465073e-05
9,7.1809045226131,3.89374651521335e-05,3.8937465152133496e-05
10,7.2010050251256,4.055441053821359e-05,4.055441053821358e-05
11,7.2211055276382,4.016663713243246e-05,4.016663713243247e-05
12,7.2412060301508,3.822317909021731e-05,3.822317909021733e-05
13,7.2613065326633,3.5335625615446377e-05,3.5335625615446377e-05
14,7.2814070351759,3.212309748529256e-05,3.212309748529256e-05
15,7.3015075376884,2.8980219887448622e-05,2.898021988744862e-05
16,7.321608040201,2.6566652190254377e-05,2.656665219025438e-05
17,7.3417085427136,2.5018247918589083e-05,2.5018247918589083e-05
18,7.3618090452261,2.4454627163594448e-05,2.4454627163594458e-05
19,7.3819095477387,1.8001637997072455e-05,1.8001637997072455e-05
20,7.4020100502513,1.90430658286285e-05,1.9043065828628515e-05
21,7.4221105527638,2.0863116992967136e-05,2.08631169929671e-05
22,7.4422110552764,2.3178079506340517e-05,2.3178079506340497e-05
23,7.4623115577889,2.5841194205539127e-05,2.5841194205539114e-05
24,7.4824120603015,2.8505716850487945e-05,2.8505716850487948e-05
25,7.5025125628141,3.1038255368250455e-05,3.1038255368250434e-05
26,7.5226130653266,3.3146411300708435e-05,3.314641130070845e-05
27,7.5427135678392,3.476303073156205e-05,3.476303073156203e-05
28,7.5628140703518,3.569697493922306e-05,3.569697493922305e-05
29,7.5829145728643,3.597625311540158e-05,3.5976253115401606e-05
30,7.6030150753769,3.550538054533495e-05,3.550538054533494e-05
31,7.6231155778894,3.4431882915537735e-05,3.443188291553774e-05
32,7.643216080402,3.277266939121798e-05,3.277266939121798e-05
33,7.6633165829146,3.070410915671702e-05,3.0704109156717034e-05
34,7.6834170854271,2.6484432297087507e-05,2.6484432297087503e-05
35,7.7035175879397,2.087439748979277e-05,2.0874397489792776e-05
36,7.7236180904523,1.71450293584629e-05,1.71450293584629e-05
37,7.7437185929648,1.4848295270007206e-05,1.4848295270007196e-05
38,7.7638190954774,1.2980950438030957e-05,1.2980950438030957e-05
39,7.78391959799,1.1177592342821665e-05,1.1177592342821674e-05
40,7.8040201005025,9.433770753196686e-06,9.433770753196683e-06
41,7.8241206030151,7.965142255815537e-06,7.965142255815542e-06
42,7.8442211055276,6.9030917551509174e-06,6.903091755150913e-06
43,7.8643216080402,6.382411492544601e-06,6.382411492544592e-06
44,7.8844221105528,6.3726340038002585e-06,6.372634003800262e-06
45,7.9045226130653,6.856565636617167e-06,6.856565636617168e-06
46,7.9246231155779,7.833522448979896e-06,7.833522448979896e-06
47,7.9447236180905,9.297572074651938e-06,9.29757207465193e-06
48,7.964824120603,1.107864668943709e-05,1.1078646689437087e-05
49,7.9849246231156,1.3163456607785267e-05,1.316345660778528e-05
50,8.0050251256281,1.5463642000226422e-05,1.5463642000226426e-05
51,8.0251256281407,1.7911394898026624e-05,1.791139489802662e-05
52,8.0452261306533,2.0412395709273444e-05,2.0412395709273458e-05
53,8.0653266331658,2.291372043261128e-05,2.2913720432611282e-05
54,8.0854271356784,2.5317496640021234e-05,2.5317496640021234e-05
55,8.105527638191,2.756294215267782e-05,2.7562942152677816e-05
56,8.1256281407035,2.9588331602476142e-05,2.9588331602476142e-05
57,8.1457286432161,3.136195450478348e-05,3.1361954504783474e-05
58,8.1658291457286,3.285115057747166e-05,3.285115057747166e-05
59,8.1859296482412,3.4034885876313196e-05,3.4034885876313224e-05
60,8.2060301507538,3.491458196757415e-05,3.491458196757418e-05
61,8.2261306532663,3.548924744578962e-05,3.548924744578958e-05
62,8.2462311557789,3.577791906333423e-05,3.5777919063334226e-05
63,8.2663316582915,3.573368420963008e-05,3.5733684209630086e-05
64,8.286432160804,3.55458491401521e-05,3.5545849140152086e-05
65,8.3065326633166,3.5136315668959576e-05,3.5136315668959556e-05
66,8.3266331658291,3.4531288629319615e-05,3.453128862931964e-05
67,8.3467336683417,3.382792129311117e-05,3.3827921293111136e-05
68,8.3668341708543,3.302252813873989e-05,3.302252813873991e-05
69,8.3869346733668,3.2024304242753194e-05,3.20243042427532e-05
70,8.4070351758794,3.111645052705155e-05,3.111645052705155e-05
71,8.427135678392,3.020154583013291e-05,3.020154583013295e-05
72,8.4472361809045,2.9302156550479975e-05,2.930215655047995e-05
73,8.4673366834171,2.844180333763343e-05,2.8441803337633456e-05
74,8.4874371859296,2.75051544454543e-05,2.7505154445454325e-05
75,8.5075376884422,2.676490882379586e-05,2.6764908823795832e-05
76,8.5276381909548,2.6088200742518093e-05,2.608820074251809e-05
77,8.5477386934673,2.5459852057228435e-05,2.5459852057228408e-05
78,8.5678391959799,2.4807206266683585e-05,2.4807206266683548e-05
79,8.5879396984925,2.4312446603275693e-05,2.4312446603275717e-05
80,8.608040201005,2.3829615415500937e-05,2.3829615415500927e-05
81,8.6281407035176,2.3642247545869174e-05,2.364224754586921e-05
82,8.6482412060301,2.327102383308859e-05,2.3271023833088617e-05
83,8.6683417085427,2.289923790229648e-05,2.2899237902296494e-05
84,8.6884422110553,2.2426999637495615e-05,2.2426999637495622e-05
85,8.7085427135678,2.202634396648997e-05,2.2026343966489984e-05
86,8.7286432160804,2.1584036288879117e-05,2.1584036288879117e-05
87,8.748743718593,2.1025627695209764e-05,2.1025627695209774e-05
88,8.7688442211055,2.0488476994678294e-05,2.0488476994678308e-05
89,8.7889447236181,1.98984895243841e-05,1.9898489524384107e-05
90,8.8090452261307,1.8663386524275393e-05,1.86633865242754e-05
91,8.8291457286432,1.7973439862246164e-05,1.7973439862246147e-05
92,8.8492462311558,1.721019434610488e-05,1.7210194346104886e-05
93,8.8693467336683,1.6453019954012767e-05,1.645301995401277e-05
94,8.8894472361809,1.5652629216440007e-05,1.5652629216440014e-05
95,8.9095477386935,1.4886752922280694e-05,1.4886752922280715e-05
96,8.929648241206,1.4060322703758849e-05,1.4060322703758844e-05
97,8.9497487437186,1.3397620399182889e-05,1.339762039918289e-05
98,8.9698492462312,1.2723355463552519e-05,1.272335546355251e-05
99,8.9899497487437,1.2076407694521297e-05,1.207640769452129e-05
100,9.0100502512563,1.1853735939911511e-05,1.1853735939911511e-05
101,9.0301507537688,1.1413724894949546e-05,1.141372489494955e-05
102,9.0502512562814,1.1082254227942863e-05,1.1082254227942864e-05
103,9.070351758794,1.088907013368988e-05,1.0889070133689885e-05
104,9.0904522613065,1.0874460637466364e-05,1.0874460637466359e-05
105,9.1105527638191,1.1013037611727947e-05,1.1013037611727944e-05
106,9.1306532663317,1.1244289109899704e-05,1.1244289109899708e-05
107,9.1507537688442,1.1695837292304674e-05,1.1695837292304648e-05
108,9.1708542713568,1.2237417458527695e-05,1.2237417458527687e-05
109,9.1909547738693,1.2993822695938313e-05,1.2993822695938312e-05
110,9.2110552763819,1.390131451721628e-05,1.3901314517216275e-05
111,9.2311557788945,1.4846453641274676e-05,1.4846453641274674e-05
112,9.251256281407,1.599182113935132e-05,1.5991821139351295e-05
113,9.2713567839196,1.7230775803922642e-05,1.723077580392264e-05
114,9.2914572864322,1.8448130001112106e-05,1.8448130001112126e-05
115,9.3115577889447,1.9808085500028248e-05,1.980808550002822e-05
116,9.3316582914573,2.118347881775691e-05,2.118347881775689e-05
117,9.3517587939699,2.2805906383647986e-05,2.280590638364802e-05
118,9.3718592964824,2.4040969103944696e-05,2.4040969103944696e-05
119,9.391959798995,2.5361816619037775e-05,2.536181661903781e-05
