,Lambda,MSE,MSE_formula
0,7.0,0.0004939581536093185,0.0004939581536093184
1,7.0201005025126,0.000259393650458151,0.000259393650458151
2,7.0402010050251,0.00012720389556757707,0.0001272038955675771
3,7.0603015075377,5.962284495929371e-05,5.96228449592937e-05
4,7.0804020100503,3.062637226757744e-05,3.062637226757744e-05
5,7.1005025125628,2.2895436520153524e-05,2.289543652015352e-05
6,7.1206030150754,2.5358387170695908e-05,2.53583871706959e-05
7,7.1407035175879,3.135914104426625e-05,3.1359141044266235e-05
8,7.1608040201005,3.721804533376595e-05,3.721804533376595e-05
9,7.1809045226131,4.120918563377135e-05,4.120918563377135e-05
10,7.2010050251256,4.2758381138758764e-05,4.275838113875878e-05
11,7.2211055276382,4.2157170703317336e-05,4.2157170703317336e-05
12,7.2412060301508,3.9909270786617244e-05,3.9909270786617244e-05
13,7.2613065326633,3.667663843380425e-05,3.667663843380426e-05
14,7.2814070351759,3.311984289953985e-05,3.311984289953986e-05
15,7.3015075376884,2.9664295632534684e-05,2.966429563253468e-05
16,7.321608040201,2.6993539132563426e-05,2.699353913256343e-05
17,7.3417085427136,2.5255480751318598e-05,2.525548075131859e-05
18,7.3618090452261,2.457486480448484e-05,2.457486480448485e-05
19,7.3819095477387,1.8076057425964298e-05,1.807605742596429e-05
20,7.4020100502513,1.9144444999370105e-05,1.9144444999370077e-05
21,7.4221105527638,2.104197490125004e-05,2.1041974901250003e-05
22,7.4422110552764,2.34711639168508e-05,2.3471163916850795e-05
23,7.4623115577889,2.6268885037081267e-05,2.6268885037081257e-05
24,7.4824120603015,2.9074493274175043e-05,2.9074493274175043e-05
25,7.5025125628141,3.1739483995348176e-05,3.173948399534819e-05
26,7.5226130653266,3.3961470610736614e-05,3.3961470610736635e-05
27,7.5427135678392,3.566348490649303e-05,3.5663484906493005e-05
28,7.5628140703518,3.665094828700417e-05,3.665094828700419e-05
29,7.5829145728643,3.694901829960139e-05,3.694901829960142e-05
30,7.6030150753769,3.646535089208824e-05,3.646535089208826e-05
31,7.6231155778894,3.5353373139603903e-05,3.5353373139603903e-05
32,7.643216080402,3.3641015723595005e-05,3.3641015723594985e-05
33,7.6633165829146,3.151324823923498e-05,3.151324823923498e-05
34,7.6834170854271,2.6940962827488402e-05,2.6940962827488402e-05
35,7.7035175879397,2.0747710431637285e-05,2.074771043163727e-05
36,7.7236180904523,1.7041672701682788e-05,1.7041672701682785e-05
37,7.7437185929648,1.4796626073606471e-05,1.4796626073606473e-05
